,GID,Date,Name,DK Sal,Team,Opp,Team_pts,Start,H/A,Minutes,DKP,as,bl,fga,fgm,fta,ftm,pt,rb,st,to,trey,DoubleD,TripleD,DRPM,ORPM,RPM,WINS,DK pos,Opp_DRPM,Opp_ORPM,Opp_RPM,Opp_WINS,PG,SG,SF,PF,C,G,F,UTIL,perfect_pg,perfect_sg,perfect_sf,perfect_pf,perfect_c,perfect_g,perfect_f,perfect_util,perfect_player,player_rolling_avg,player_rolling_pg_avg,player_rolling_sg_avg,player_rolling_sf_avg,player_rolling_pf_avg,player_rolling_c_avg,player_rolling_g_avg,player_rolling_f_avg,player_rolling_util_avg,player_rolling_team_pts_avg,perfect_player_rolling_avg,last_as,last_pt,last_fga,last_fgm,last_fta,last_ftm,last_rb,last_DK_Sal,last_DKP,last_bl,last_st,last_to,last_trey,last_DoubleD,last_TripleD,last_minutes,last_perfect_pg,last_perfect_sg,last_perfect_sf,last_perfect_pf,last_perfect_c,last_perfect_g,last_perfect_f,last_perfect_util,last_perfect_player,5avg_as,5avg_pt,5avg_fga,5avg_fgm,5avg_fta,5avg_ftm,5avg_rb,5avg_DK_Sal,5avg_DKP,5avg_bl,5avg_st,5avg_to,5avg_trey,5avg_DoubleD,5avg_TripleD,5avg_minutes,5std_as,5std_pt,5std_fga,5std_fgm,5std_fta,5std_ftm,5std_rb,5std_DK_Sal,5std_DKP,5std_bl,5std_st,5std_to,5std_trey,5std_DoubleD,5std_TripleD,5std_minutes,5med_as,5med_pt,5med_fga,5med_fgm,5med_fta,5med_ftm,5med_rb,5med_DK_Sal,5med_DKP,5med_bl,5med_st,5med_to,5med_trey,5med_DoubleD,5med_TripleD,5med_minutes,DKPavgper1k
9323,3639,2017-12-13,Dwight Howard,7600,3,1,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,-2.66,-1.33,0.65,5,0.71,-1.75,-1.04,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.38,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,105.08,0.15,1.0,23.0,13.0,9.0,7.0,5.0,7.0,7500.0,36.75,2.0,0.0,1.0,0.0,0.0,0.0,30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,19.0,14.8,7.6,6.2,3.8,11.0,7520.0,38.85,2.2,0.4,3.0,0.0,0.4,0.0,32.84,0.84,5.7,4.87,2.97,1.92,1.64,5.43,148.32,17.21,2.28,0.55,1.87,0.0,0.55,0.0,6.0,1.0,21.0,14.0,9.0,7.0,3.0,9.0,7500.0,36.75,2.0,0.0,2.0,0.0,0.0,0.0,30.15,4.66
9321,4488,2017-12-13,Mike Scott,4100,19,12,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19,-1.16,-1.35,0.35,4,-0.19,-1.16,-1.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,106.11,0.07,0.0,8.0,7.0,4.0,0.0,0.0,5.0,4400.0,15.75,0.0,1.0,1.0,0.0,0.0,0.0,14.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,9.6,6.0,4.2,0.8,0.4,4.4,3400.0,18.4,0.2,0.6,1.0,0.8,0.0,0.0,18.02,0.84,7.92,3.16,3.27,1.1,0.55,3.29,561.25,11.75,0.45,0.55,0.71,1.3,0.0,0.0,6.15,1.0,8.0,5.0,4.0,0.0,0.0,5.0,3200.0,15.75,0.0,1.0,1.0,0.0,0.0,0.0,16.12,3.14
9329,4414,2017-12-13,Ricky Rubio,5000,5,25,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.49,-0.5,0.92,1,-1.18,-1.17,-2.35,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.07,0.0,7.0,10.0,7.0,2.0,6.0,6.0,2.0,5000.0,23.5,0.0,1.0,3.0,0.0,0.0,0.0,31.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,6.4,6.6,1.8,3.2,2.4,3.6,5320.0,19.5,0.0,1.6,2.2,0.4,0.0,0.0,28.96,2.17,4.51,0.55,1.3,2.28,2.61,2.7,258.84,3.14,0.0,0.55,1.64,0.55,0.0,0.0,4.52,4.0,7.0,7.0,2.0,4.0,2.0,4.0,5400.0,18.75,0.0,2.0,3.0,0.0,0.0,0.0,30.25,5.02
9385,4556,2017-12-13,Aron Baynes,3900,30,9,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,-2.95,-0.3,0.67,5,2.94,3.01,5.95,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.24,0.0,1.0,10.0,6.0,5.0,0.0,0.0,3.0,3700.0,13.25,0.0,0.0,4.0,0.0,0.0,0.0,16.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.4,4.8,2.6,1.2,1.2,5.6,3620.0,14.8,0.4,0.2,1.4,0.0,0.0,0.0,16.44,0.89,3.58,1.79,1.67,1.79,1.79,4.22,44.72,6.98,0.55,0.45,1.67,0.0,0.0,0.0,6.21,0.0,6.0,6.0,3.0,0.0,0.0,4.0,3600.0,13.25,0.0,0.0,1.0,0.0,0.0,0.0,15.15,3.76
9245,4525,2017-12-13,John Henson,4700,22,11,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,-1.66,-0.77,0.57,5,0.99,-1.69,-0.7,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,103.88,0.04,1.0,11.0,7.0,4.0,4.0,3.0,7.0,4400.0,30.25,4.0,1.0,2.0,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.6,5.8,2.8,1.8,1.0,6.2,4580.0,19.95,1.6,0.8,1.4,0.0,0.0,0.0,24.38,0.71,4.56,1.79,1.92,1.79,1.41,1.92,148.32,8.7,1.67,0.45,1.14,0.0,0.0,0.0,3.32,1.0,8.0,6.0,3.0,2.0,0.0,7.0,4600.0,21.0,2.0,1.0,1.0,0.0,0.0,0.0,24.17,4.26
9250,4274,2017-12-13,DeMarcus Cousins,11000,11,22,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,2.73,5.47,3.94,45,0.2,-1.75,-1.55,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.14,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.07,110.68,0.18,8.0,24.0,17.0,8.0,11.0,6.0,14.0,10700.0,56.0,0.0,1.0,4.0,2.0,1.0,0.0,33.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.8,19.4,9.6,10.4,7.0,13.4,11220.0,60.05,1.6,2.0,5.4,2.6,0.8,0.0,34.97,2.45,9.52,8.02,3.21,6.47,4.36,5.13,408.66,14.32,1.82,2.0,2.41,0.89,0.45,0.0,5.17,4.0,24.0,17.0,8.0,9.0,6.0,11.0,11300.0,58.75,1.0,1.0,6.0,2.0,1.0,0.0,33.22,5.01
9256,4558,2017-12-13,Justin Holiday,4900,25,5,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.57,-0.82,0.84,23,-1.23,-3.19,-4.42,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.72,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,97.52,0.08,2.0,8.0,10.0,3.0,0.0,0.0,7.0,5100.0,24.25,0.0,2.0,1.0,2.0,0.0,0.0,24.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,10.6,10.4,3.6,1.8,1.8,5.6,5500.0,25.0,1.0,1.4,1.2,1.6,0.0,0.0,31.95,1.14,4.62,2.97,1.52,1.79,1.79,2.07,254.95,9.85,0.71,0.55,1.1,0.89,0.0,0.0,5.7,2.0,8.0,10.0,3.0,2.0,2.0,6.0,5500.0,24.25,1.0,1.0,1.0,1.0,0.0,0.0,30.65,5.25
9259,4954,2017-12-13,Jamal Murray,5200,9,30,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.05,0.31,-0.74,0.79,12,0.13,1.01,1.14,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.93,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.15,0.04,3.0,28.0,19.0,11.0,2.0,2.0,4.0,5500.0,40.5,1.0,0.0,2.0,4.0,0.0,0.0,31.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,16.0,11.0,5.6,2.6,2.6,1.4,5440.0,24.85,0.8,0.8,1.0,2.2,0.0,0.0,25.21,1.64,9.82,5.15,3.71,1.67,1.67,1.52,328.63,12.01,0.45,0.84,1.0,1.79,0.0,0.0,5.83,3.0,15.0,11.0,5.0,3.0,3.0,1.0,5500.0,27.75,1.0,1.0,1.0,2.0,0.0,0.0,26.72,4.41
9252,4494,2017-12-13,Bradley Beal,7600,19,12,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.58,2.69,2.11,2.27,2,-0.96,-0.66,-1.62,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.56,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,106.11,0.04,4.0,28.0,33.0,11.0,8.0,6.0,2.0,8600.0,39.5,0.0,2.0,2.0,0.0,0.0,0.0,36.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,29.8,25.6,11.4,6.6,4.8,2.0,8020.0,38.6,0.2,0.6,1.2,2.2,0.0,0.0,36.19,1.3,14.55,9.1,6.35,1.82,1.64,0.71,511.86,16.72,0.45,0.89,0.84,2.59,0.0,0.0,5.46,3.0,28.0,22.0,11.0,6.0,4.0,2.0,8100.0,39.5,0.0,0.0,1.0,1.0,0.0,0.0,36.6,4.81
9222,3621,2017-12-13,Trevor Ariza,4900,1,3,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,1.89,2.48,2.15,23,0.59,1.89,2.48,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.24,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,115.04,0.04,2.0,13.0,9.0,3.0,4.0,4.0,2.0,4700.0,24.0,1.0,1.0,0.0,3.0,0.0,0.0,38.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.8,6.6,3.6,1.2,1.2,3.2,4920.0,22.7,0.4,2.6,1.0,2.4,0.0,0.0,32.8,0.84,4.09,1.82,1.14,1.79,1.79,1.79,178.89,3.27,0.55,1.14,1.22,1.52,0.0,0.0,4.75,1.0,13.0,7.0,4.0,0.0,0.0,2.0,4900.0,24.0,0.0,3.0,1.0,3.0,0.0,0.0,33.87,4.54
9226,4482,2017-12-13,Anthony Davis,10200,11,22,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,2.53,4.25,3.3,45,-0.45,-1.97,-2.42,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.54,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,110.68,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,9.4,6.2,3.2,3.4,2.8,2.8,10280.0,16.7,1.0,0.2,1.0,0.2,0.0,0.0,14.19,1.79,13.45,8.84,4.87,4.67,3.9,3.9,228.04,24.99,2.24,0.45,1.41,0.45,0.0,0.0,19.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88
9227,4104,2017-12-13,Serge Ibaka,5700,26,15,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.22,-0.23,0.86,45,-0.01,-0.22,-0.23,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.52,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,110.52,0.08,1.0,17.0,17.0,7.0,2.0,1.0,6.0,5600.0,32.5,3.0,0.0,1.0,2.0,0.0,0.0,32.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,18.4,13.0,7.2,1.4,1.0,5.2,5300.0,32.0,2.0,0.4,0.8,3.0,0.0,0.0,29.34,0.45,2.41,2.55,0.84,1.67,1.22,2.28,387.3,3.0,1.0,0.55,0.84,1.0,0.0,0.0,3.52,1.0,19.0,13.0,7.0,1.0,1.0,6.0,5400.0,30.5,2.0,0.0,1.0,3.0,0.0,0.0,28.72,3.95
9229,5173,2017-12-13,Dillon Brooks,3900,12,19,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,-2.51,-1.37,0.62,23,-0.37,-1.92,-2.29,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.67,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,97.59,0.04,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3900.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,18.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,4.0,2.0,0.2,0.2,2.4,3860.0,9.8,0.0,0.2,0.4,0.6,0.0,0.0,23.87,1.41,5.89,2.83,2.35,0.45,0.45,1.82,54.77,9.34,0.0,0.45,0.55,0.89,0.0,0.0,8.77,0.0,2.0,2.0,1.0,0.0,0.0,3.0,3900.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,18.55,4.02
9232,4092,2017-12-13,Goran Dragic,6200,2,6,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,2.04,0.94,1.68,1,-0.41,4.49,4.08,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.31,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,100.5,0.04,5.0,19.0,12.0,7.0,4.0,4.0,5.0,6200.0,32.25,0.0,0.0,2.0,1.0,0.0,0.0,25.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.8,12.8,5.8,2.8,2.0,4.6,6500.0,27.95,0.0,1.0,2.4,1.2,0.0,0.0,27.17,2.0,6.69,3.56,2.68,0.84,1.22,1.52,346.41,8.1,0.0,1.0,1.67,1.64,0.0,0.0,1.64,5.0,19.0,12.0,7.0,3.0,2.0,4.0,6400.0,30.75,0.0,1.0,2.0,1.0,0.0,0.0,27.62,4.89
9233,3978,2017-12-13,Wilson Chandler,4600,9,30,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.56,-1.21,-1.77,0.49,34,-0.29,-1.15,-1.44,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.96,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,107.15,0.04,1.0,18.0,11.0,6.0,4.0,4.0,4.0,4400.0,25.0,0.0,0.0,1.0,2.0,0.0,0.0,27.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,11.8,10.8,4.2,1.8,1.8,5.4,4460.0,21.75,0.2,0.2,1.0,1.6,0.0,0.0,28.32,1.14,6.18,3.9,2.39,1.48,1.48,1.95,151.66,7.76,0.45,0.45,0.71,1.14,0.0,0.0,5.21,1.0,11.0,11.0,4.0,2.0,2.0,4.0,4400.0,16.75,0.0,0.0,1.0,2.0,0.0,0.0,27.07,3.69
9237,4079,2017-12-13,Russell Westbrook,11200,7,23,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2.75,3.85,3.04,1,1.1,2.75,3.85,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.35,0.19,0.0,0.0,0.0,0.0,0.04,0.0,0.0,101.81,0.23,7.0,30.0,22.0,10.0,9.0,9.0,4.0,11000.0,51.0,0.0,3.0,2.0,1.0,0.0,0.0,36.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,27.4,25.0,9.6,8.8,6.6,9.2,11020.0,58.3,0.2,1.2,4.4,1.6,0.6,0.6,38.32,3.77,6.07,3.08,1.82,2.17,3.05,3.42,672.31,11.37,0.45,1.1,2.41,0.55,0.55,0.55,2.96,10.0,30.0,25.0,10.0,9.0,8.0,10.0,11000.0,53.5,0.0,1.0,3.0,2.0,1.0,1.0,38.25,4.76
9230,4890,2017-12-13,Jonathon Simmons,6400,20,17,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18,-0.24,-2.42,0.23,23,-1.3,2.02,0.72,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.82,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,106.96,0.07,5.0,29.0,24.0,13.0,0.0,0.0,7.0,5700.0,47.75,0.0,1.0,2.0,3.0,0.0,0.0,33.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.8,19.2,16.8,8.6,0.8,0.6,6.0,4300.0,31.3,0.4,1.0,3.2,1.4,0.0,0.0,35.93,1.92,6.02,4.55,2.61,1.1,0.89,1.22,2420.74,9.47,0.55,0.71,0.84,0.89,0.0,0.0,3.31,1.0,16.0,17.0,7.0,0.0,0.0,6.0,5200.0,27.0,0.0,1.0,3.0,1.0,0.0,0.0,34.28,3.57
9263,4581,2017-12-13,JaMychal Green,4400,12,19,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36,-0.77,-1.13,0.21,34,0.09,1.44,1.53,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.59,0.0,0.0,10.0,6.0,4.0,2.0,1.0,4.0,4500.0,16.5,0.0,1.0,2.0,1.0,0.0,0.0,32.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,7.8,7.8,2.8,2.2,1.4,6.2,4800.0,18.75,0.2,0.6,2.4,0.8,0.0,0.0,32.61,1.67,4.15,2.17,1.1,2.86,2.61,2.17,300.0,6.81,0.45,0.55,0.89,0.84,0.0,0.0,3.56,2.0,6.0,7.0,2.0,2.0,0.0,5.0,4700.0,16.5,0.0,1.0,3.0,1.0,0.0,0.0,32.48,2.39
9295,3756,2017-12-13,Marcin Gortat,5000,19,12,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,-1.43,-0.76,0.88,5,0.82,-0.59,0.23,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.11,0.0,3.0,5.0,2.0,1.0,4.0,3.0,9.0,5200.0,20.25,0.0,0.0,1.0,0.0,0.0,0.0,18.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.4,4.8,1.6,1.4,1.2,7.8,5160.0,22.35,0.2,1.4,2.0,0.0,0.0,0.0,22.41,1.73,3.21,1.79,1.52,1.67,1.3,0.84,54.77,3.29,0.45,1.67,1.22,0.0,0.0,0.0,2.45,3.0,4.0,6.0,1.0,1.0,1.0,8.0,5200.0,20.25,0.0,1.0,2.0,0.0,0.0,0.0,23.33,4.98
9287,3307,2017-12-13,Tyson Chandler,4400,15,26,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,-1.53,-0.12,0.8,5,1.41,-1.53,-0.12,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,106.55,0.07,0.0,7.0,3.0,2.0,4.0,3.0,10.0,4500.0,25.0,2.0,1.0,1.0,0.0,0.0,0.0,29.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.6,2.0,1.4,1.6,0.8,5.8,4420.0,15.55,0.8,0.8,0.6,0.0,0.0,0.0,18.43,1.79,3.51,1.87,1.34,1.67,1.3,5.59,109.54,16.24,1.1,1.3,0.55,0.0,0.0,0.0,17.23,0.0,4.0,3.0,2.0,2.0,0.0,7.0,4500.0,15.25,0.0,0.0,1.0,0.0,0.0,0.0,26.22,3.71
9396,5130,2017-12-13,Josh Jackson,4200,15,26,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13,-3.02,-4.15,-0.31,23,-1.19,2.04,0.85,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,106.55,0.03,2.0,7.0,14.0,3.0,0.0,0.0,5.0,4300.0,16.75,0.0,1.0,4.0,1.0,0.0,0.0,30.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,9.2,8.4,2.8,4.6,3.0,3.2,4280.0,16.3,0.2,0.6,2.4,0.6,0.0,0.0,26.78,1.14,2.49,3.29,0.45,3.71,2.55,1.48,192.35,1.62,0.45,0.89,1.14,0.55,0.0,0.0,3.13,2.0,9.0,8.0,3.0,4.0,3.0,3.0,4300.0,16.5,0.0,0.0,2.0,1.0,0.0,0.0,27.17,4.03
9391,4678,2017-12-13,Gary Harris,6300,9,30,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,2.3,2.89,2.15,2,-0.43,-1.08,-1.51,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.63,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,107.15,0.04,9.0,8.0,10.0,3.0,2.0,2.0,6.0,6700.0,36.5,0.0,4.0,1.0,0.0,0.0,0.0,30.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.2,15.0,6.2,3.6,3.0,4.4,6360.0,32.2,0.0,1.8,2.0,1.8,0.0,0.0,35.88,3.08,6.83,4.18,2.17,2.61,1.41,1.34,461.52,8.56,0.0,1.79,1.41,1.64,0.0,0.0,8.51,4.0,21.0,17.0,7.0,2.0,2.0,5.0,6400.0,36.5,0.0,2.0,1.0,3.0,0.0,0.0,37.25,4.07
9389,4266,2017-12-13,Eric Bledsoe,6800,22,11,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.77,-1.29,-2.06,0.23,12,-1.17,0.08,-1.09,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.26,0.0,1.0,20.0,14.0,7.0,4.0,3.0,4.0,6100.0,32.5,0.0,3.0,3.0,3.0,0.0,0.0,35.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,20.6,14.0,6.4,7.0,5.6,4.0,6640.0,34.7,0.6,2.0,2.2,2.2,0.0,0.0,33.77,1.14,2.41,5.2,1.82,3.74,4.1,0.71,357.77,6.48,0.89,1.0,0.84,0.84,0.0,0.0,1.71,3.0,20.0,14.0,6.0,5.0,3.0,4.0,6700.0,32.5,0.0,2.0,2.0,2.0,0.0,0.0,34.38,3.18
9388,4228,2017-12-13,Darren Collison,5800,23,7,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12,2.85,2.73,2.48,1,-1.24,0.39,-0.85,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.93,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,109.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,9.2,7.6,3.4,1.4,1.2,3.0,5880.0,22.45,0.4,1.0,1.0,1.2,0.2,0.0,20.33,3.9,6.42,5.13,2.41,2.19,1.79,2.35,148.32,16.27,0.89,1.41,1.22,1.1,0.45,0.0,12.47,3.0,10.0,10.0,4.0,0.0,0.0,4.0,5900.0,18.75,0.0,0.0,1.0,2.0,0.0,0.0,21.5,4.64
9387,4283,2017-12-13,Paul George,7700,7,23,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,2.34,4.15,3.28,3,0.44,-1.33,-0.89,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.46,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.04,101.81,0.12,1.0,20.0,14.0,7.0,4.0,4.0,5.0,8000.0,28.75,0.0,1.0,4.0,2.0,0.0,0.0,33.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,9.8,8.8,3.2,3.2,2.4,3.2,8220.0,16.1,0.2,0.6,3.2,1.0,0.0,0.0,21.4,1.64,10.31,8.17,3.56,3.35,2.3,3.42,148.32,14.84,0.45,0.89,3.03,1.0,0.0,0.0,19.7,1.0,8.0,13.0,2.0,4.0,3.0,3.0,8200.0,23.5,0.0,0.0,4.0,1.0,0.0,0.0,33.25,4.61
9395,4776,2017-12-13,Mario Hezonja,3800,20,17,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.03,-1.39,-2.42,0.07,13,-1.03,-1.39,-2.42,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.96,0.0,2.0,7.0,9.0,3.0,0.0,0.0,6.0,3300.0,21.0,1.0,1.0,2.0,1.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,2.4,0.8,0.0,0.0,1.6,2640.0,5.3,0.2,0.2,0.6,0.2,0.0,0.0,9.97,0.89,3.03,3.78,1.3,0.0,0.0,2.51,1475.8,9.0,0.45,0.45,0.89,0.45,0.0,0.0,12.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3300.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,8.15,1.35
9266,4318,2017-12-13,Evan Turner,4000,6,2,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,-3.12,-2.68,0.15,23,1.49,-2.94,-1.45,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.35,0.0,4.0,10.0,8.0,3.0,4.0,4.0,1.0,3800.0,21.75,0.0,3.0,3.0,0.0,0.0,0.0,30.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,5.8,5.6,2.2,1.6,1.4,3.0,3860.0,13.65,0.0,0.8,1.6,0.0,0.0,0.0,25.23,1.1,3.03,1.95,0.84,1.67,1.67,2.55,54.77,6.92,0.0,1.3,1.34,0.0,0.0,0.0,4.81,2.0,4.0,5.0,2.0,2.0,1.0,2.0,3900.0,13.5,0.0,0.0,1.0,0.0,0.0,0.0,26.85,4.24
