,GID,Date,Name,DK Sal,Team,Opp,Team_pts,Start,H/A,Minutes,DKP,as,bl,fga,fgm,fta,ftm,pt,rb,st,to,trey,DoubleD,TripleD,DRPM,ORPM,RPM,WINS,DK pos,Opp_DRPM,Opp_ORPM,Opp_RPM,Opp_WINS,PG,SG,SF,PF,C,G,F,UTIL,perfect_pg,perfect_sg,perfect_sf,perfect_pf,perfect_c,perfect_g,perfect_f,perfect_util,perfect_player,player_rolling_avg,player_rolling_pg_avg,player_rolling_sg_avg,player_rolling_sf_avg,player_rolling_pf_avg,player_rolling_c_avg,player_rolling_g_avg,player_rolling_f_avg,player_rolling_util_avg,player_rolling_team_pts_avg,perfect_player_rolling_avg,last_as,last_pt,last_fga,last_fgm,last_fta,last_ftm,last_rb,last_DK_Sal,last_DKP,last_bl,last_st,last_to,last_trey,last_DoubleD,last_TripleD,last_minutes,last_perfect_pg,last_perfect_sg,last_perfect_sf,last_perfect_pf,last_perfect_c,last_perfect_g,last_perfect_f,last_perfect_util,last_perfect_player,5avg_as,5avg_pt,5avg_fga,5avg_fgm,5avg_fta,5avg_ftm,5avg_rb,5avg_DK_Sal,5avg_DKP,5avg_bl,5avg_st,5avg_to,5avg_trey,5avg_DoubleD,5avg_TripleD,5avg_minutes,5std_as,5std_pt,5std_fga,5std_fgm,5std_fta,5std_ftm,5std_rb,5std_DK_Sal,5std_DKP,5std_bl,5std_st,5std_to,5std_trey,5std_DoubleD,5std_TripleD,5std_minutes,5med_as,5med_pt,5med_fga,5med_fgm,5med_fta,5med_ftm,5med_rb,5med_DK_Sal,5med_DKP,5med_bl,5med_st,5med_to,5med_trey,5med_DoubleD,5med_TripleD,5med_minutes,DKPavgper1k
9176,4261,2017-12-13,Al-Farouq Aminu,4800,6,2,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,-0.19,1.66,0.69,34,-0.36,-1.16,-1.52,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.73,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,103.35,0.08,1.0,4.0,6.0,1.0,2.0,2.0,5.0,4600.0,13.25,0.0,1.0,1.0,0.0,0.0,0.0,25.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.8,7.2,3.4,0.4,0.4,5.2,4400.0,18.8,0.4,0.2,1.8,2.6,0.0,0.0,28.23,0.89,5.81,2.95,2.07,0.89,0.89,0.45,187.08,8.33,0.55,0.45,1.64,2.3,0.0,0.0,5.47,0.0,7.0,7.0,3.0,0.0,0.0,5.0,4300.0,13.25,0.0,0.0,1.0,2.0,0.0,0.0,25.7,2.44
9172,4766,2017-12-13,Clint Capela,6700,1,3,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,-0.43,1.69,1.47,5,1.93,0.04,1.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.12,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,115.04,0.12,0.0,28.0,14.0,13.0,4.0,2.0,8.0,6500.0,47.5,5.0,0.0,1.0,0.0,0.0,0.0,23.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,15.2,9.4,6.6,3.8,2.0,10.4,6760.0,34.6,1.8,1.0,1.4,0.0,0.4,0.0,22.78,0.89,9.31,4.72,4.62,1.79,0.71,2.51,466.9,11.13,2.17,0.71,0.55,0.0,0.55,0.0,3.86,0.0,11.0,7.0,4.0,4.0,2.0,10.0,6500.0,31.25,1.0,1.0,1.0,0.0,0.0,0.0,22.6,5.09
9171,3786,2017-12-13,Chris Paul,8400,1,3,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.95,1.23,0.39,12,-2.09,-1.28,-3.37,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.84,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.04,115.04,0.12,6.0,20.0,16.0,8.0,2.0,1.0,9.0,8100.0,48.75,1.0,3.0,2.0,3.0,0.0,0.0,32.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,19.6,13.8,7.2,3.4,2.8,6.2,8020.0,43.95,0.4,2.0,2.8,2.4,0.2,0.0,33.35,2.95,4.72,3.49,1.3,3.71,3.49,2.77,294.96,10.31,0.55,1.22,1.3,1.14,0.45,0.0,2.7,7.0,20.0,14.0,8.0,2.0,1.0,6.0,8100.0,43.25,0.0,2.0,2.0,2.0,0.0,0.0,33.0,2.12
9168,4321,2017-12-13,John Wall,7900,19,12,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32,2.54,2.22,1.91,1,1.24,-0.41,0.83,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14
9217,5136,2017-12-13,Donovan Mitchell,7000,5,25,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.47,-0.25,-0.72,0.87,12,0.21,-2.51,-2.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.19,0.07,0.04,0.0,0.0,0.0,0.04,0.0,0.04,103.07,0.19,2.0,12.0,17.0,4.0,2.0,2.0,1.0,7200.0,23.25,1.0,3.0,4.0,2.0,0.0,0.0,36.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,26.2,19.2,9.0,5.2,4.6,2.6,7000.0,38.35,0.2,1.8,3.4,3.6,0.0,0.0,34.19,1.1,10.85,4.6,3.39,3.7,2.97,1.52,254.95,12.93,0.45,2.17,1.14,1.82,0.0,0.0,4.67,4.0,26.0,19.0,9.0,5.0,4.0,3.0,7100.0,39.0,0.0,1.0,3.0,3.0,0.0,0.0,36.25,4.17
9218,5111,2017-12-13,Jayson Tatum,6100,30,9,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.09,1.53,1.85,34,-0.05,-0.83,-0.88,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,103.24,0.07,1.0,4.0,7.0,1.0,4.0,2.0,10.0,6000.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,29.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,13.8,8.4,4.2,4.0,3.2,7.6,5840.0,27.2,0.4,0.8,0.4,2.2,0.2,0.0,32.04,0.45,6.38,2.41,1.92,2.45,2.39,2.61,207.36,7.12,0.55,0.84,0.55,1.48,0.45,0.0,2.72,0.0,17.0,7.0,5.0,4.0,3.0,8.0,5900.0,26.0,0.0,1.0,0.0,2.0,0.0,0.0,32.6,4.31
9220,4515,2017-12-13,Dion Waiters,5300,2,6,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.84,-1.09,0.7,23,-0.44,0.15,-0.29,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.62,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,100.5,0.04,4.0,10.0,5.0,4.0,4.0,2.0,2.0,5400.0,23.5,1.0,2.0,2.0,0.0,0.0,0.0,24.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,11.4,10.2,4.0,2.8,1.8,1.2,5880.0,19.3,0.4,0.4,1.6,1.6,0.0,0.0,27.53,1.64,8.88,3.35,3.08,2.28,1.1,0.45,389.87,12.52,0.55,0.89,1.14,2.19,0.0,0.0,4.51,4.0,10.0,10.0,4.0,2.0,2.0,1.0,6000.0,23.5,0.0,0.0,2.0,0.0,0.0,0.0,24.98,4.27
9360,4037,2017-12-13,Thaddeus Young,5900,23,7,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,-0.18,1.28,1.94,34,0.91,0.71,1.62,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.85,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,109.0,0.04,0.0,18.0,11.0,8.0,0.0,0.0,6.0,6100.0,28.5,0.0,1.0,0.0,2.0,0.0,0.0,39.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,14.6,12.0,6.6,0.2,0.0,7.2,5840.0,30.1,0.6,1.2,1.0,1.4,0.0,0.0,35.21,1.3,4.22,1.0,1.95,0.45,0.0,1.3,230.22,2.98,0.55,1.3,1.0,0.89,0.0,0.0,5.41,2.0,13.0,12.0,6.0,0.0,0.0,7.0,5900.0,28.75,1.0,1.0,1.0,2.0,0.0,0.0,37.92,4.72
9358,4952,2017-12-13,Marquese Chriss,4000,15,26,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,-2.1,-1.65,0.41,45,1.28,-0.76,0.52,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,106.55,0.03,2.0,7.0,8.0,3.0,2.0,1.0,6.0,4100.0,21.5,1.0,1.0,0.0,0.0,0.0,0.0,22.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.2,6.2,3.0,2.2,1.6,4.8,3940.0,19.2,0.8,0.6,0.4,0.6,0.0,0.0,21.05,0.55,4.82,3.42,2.0,1.79,1.52,2.68,89.44,6.64,0.84,0.89,0.55,0.55,0.0,0.0,6.02,1.0,7.0,7.0,3.0,2.0,1.0,6.0,3900.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,22.97,4.27
9354,3891,2017-12-13,Kyle Lowry,8300,26,15,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,3.88,3.85,2.8,1,-1.87,-2.11,-3.98,-0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.68,0.08,0.0,0.0,0.0,0.0,0.12,0.0,0.0,110.52,0.2,5.0,14.0,13.0,4.0,8.0,6.0,3.0,8300.0,24.75,0.0,1.0,5.0,0.0,0.0,0.0,35.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,15.2,13.4,4.8,3.6,2.6,6.8,8380.0,37.8,0.0,1.2,3.0,3.0,0.4,0.0,35.4,1.95,3.27,2.3,1.3,3.29,2.41,3.27,258.84,9.47,0.0,0.84,1.58,1.87,0.55,0.0,0.8,8.0,15.0,13.0,4.0,2.0,2.0,6.0,8300.0,41.0,0.0,1.0,3.0,3.0,0.0,0.0,35.15,4.54
9350,4373,2017-12-13,Nikola Vucevic,8800,20,17,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0.92,2.59,2.24,5,1.67,0.92,2.59,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.04,106.96,0.18,10.0,31.0,18.0,13.0,1.0,1.0,13.0,8300.0,71.75,1.0,1.0,2.0,4.0,1.0,1.0,37.57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.8,23.6,17.4,10.0,2.0,2.0,13.2,6200.0,56.4,2.6,1.2,2.2,1.6,0.8,0.2,34.36,3.11,9.45,3.05,3.32,2.92,2.92,3.56,3498.57,13.69,1.34,0.84,1.1,1.52,0.45,0.45,4.79,4.0,22.0,19.0,10.0,1.0,1.0,13.0,7500.0,59.0,2.0,1.0,2.0,1.0,1.0,0.0,34.92,4.38
9343,5241,2017-12-13,OG Anunoby,3500,26,15,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.99,1.69,1.1,34,-1.66,-1.86,-3.52,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.52,0.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,3500.0,7.5,0.0,1.0,1.0,1.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.4,5.6,2.8,0.2,0.2,1.6,3520.0,11.8,0.0,1.0,1.4,1.6,0.0,0.0,26.26,0.45,5.13,1.95,1.92,0.45,0.45,1.14,44.72,5.67,0.0,0.71,0.55,1.52,0.0,0.0,5.06,0.0,5.0,5.0,2.0,0.0,0.0,2.0,3500.0,9.25,0.0,1.0,1.0,1.0,0.0,0.0,26.4,3.43
9351,4490,2017-12-13,Khris Middleton,6800,22,11,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86,1.38,0.52,1.56,23,-1.53,0.29,-1.24,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.16,0.0,0.04,0.12,0.0,0.0,0.04,0.0,0.04,103.88,0.24,5.0,20.0,13.0,8.0,2.0,2.0,5.0,6300.0,34.25,0.0,0.0,1.0,2.0,0.0,0.0,37.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.2,13.4,8.0,4.8,4.6,4.2,6600.0,36.55,0.2,0.6,1.6,2.6,0.0,0.0,37.6,2.0,4.92,3.21,1.58,1.64,1.67,2.77,282.84,4.53,0.45,0.89,1.34,1.52,0.0,0.0,2.4,5.0,21.0,13.0,8.0,5.0,5.0,5.0,6700.0,36.75,0.0,0.0,1.0,2.0,0.0,0.0,37.92,5.17
9342,4364,2017-12-13,E'Twaun Moore,4800,11,22,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.53,0.29,-1.24,0.75,23,-0.86,1.38,0.52,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.93,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,110.68,0.07,3.0,36.0,20.0,15.0,0.0,0.0,3.0,4500.0,45.75,0.0,0.0,3.0,6.0,0.0,0.0,41.77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,19.8,13.8,8.2,0.2,0.0,3.8,4300.0,30.45,0.0,1.0,1.6,3.4,0.0,0.0,39.12,0.71,11.41,4.82,4.66,0.45,0.0,1.3,367.42,11.33,0.0,1.22,2.3,2.41,0.0,0.0,1.75,2.0,14.0,11.0,6.0,0.0,0.0,3.0,4500.0,22.75,0.0,1.0,0.0,4.0,0.0,0.0,38.62,4.57
9382,4521,2017-12-13,Meyers Leonard,3700,6,2,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,-1.36,-0.43,0.11,45,1.1,-2.1,-1.0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.35,0.0,0.0,4.0,5.0,2.0,0.0,0.0,4.0,3800.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,4.8,3.0,0.8,0.8,2.8,3420.0,13.0,0.0,0.2,0.2,0.6,0.0,0.0,13.19,1.41,6.77,3.03,2.92,0.84,0.84,1.3,303.32,10.11,0.0,0.45,0.45,0.89,0.0,0.0,7.07,0.0,4.0,5.0,2.0,1.0,1.0,3.0,3200.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,1.25
9379,4532,2017-12-13,Michael Kidd-Gilchrist,4400,3,1,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,-1.92,-0.99,0.44,3,0.93,-1.92,-0.99,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.62,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,105.08,0.04,4.0,17.0,9.0,8.0,3.0,1.0,4.0,4100.0,38.0,1.0,4.0,0.0,0.0,0.0,0.0,34.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,11.6,9.4,5.0,2.6,1.6,5.6,4060.0,24.8,0.8,1.4,0.6,0.0,0.0,0.0,28.89,1.67,4.45,1.14,1.87,3.21,1.95,2.07,89.44,9.74,0.45,1.67,0.89,0.0,0.0,0.0,4.32,1.0,11.0,9.0,5.0,1.0,1.0,6.0,4000.0,26.5,1.0,1.0,0.0,0.0,0.0,0.0,26.18,3.32
9376,3817,2017-12-13,Marvin Williams,4900,3,1,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.95,1.66,1.49,34,2.48,-0.46,2.02,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.69,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,105.08,0.04,2.0,18.0,8.0,5.0,5.0,4.0,7.0,4700.0,31.25,0.0,0.0,1.0,4.0,0.0,0.0,31.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,12.4,8.4,4.2,2.4,2.0,5.8,4020.0,23.95,0.2,0.4,0.6,2.0,0.0,0.0,30.6,0.89,5.27,2.88,1.64,1.52,1.22,2.28,414.73,8.83,0.45,0.55,0.55,1.58,0.0,0.0,5.76,1.0,13.0,8.0,5.0,2.0,2.0,5.0,3900.0,22.25,0.0,0.0,1.0,2.0,0.0,0.0,29.12,4.02
9375,4945,2017-12-13,Kris Dunn,6300,25,5,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,-2.51,-2.3,0.2,12,-0.47,-0.25,-0.72,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.68,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,97.52,0.12,3.0,12.0,14.0,6.0,0.0,0.0,4.0,6100.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,24.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.4,15.2,6.8,3.6,2.2,5.8,6000.0,37.55,0.6,1.4,2.4,0.6,0.2,0.0,32.16,3.54,3.05,5.07,1.1,2.51,2.17,1.1,141.42,11.3,0.55,1.52,1.34,0.89,0.45,0.0,6.06,6.0,17.0,14.0,6.0,3.0,1.0,6.0,6100.0,37.0,1.0,1.0,3.0,0.0,0.0,0.0,30.75,3.92
9373,4718,2017-12-13,Jamil Wilson,3000,17,20,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,-1.59,-0.91,0.0,34,0.45,-1.44,-0.99,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.92,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3200.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,4.4,1.8,0.0,0.0,1.6,3120.0,8.7,0.0,0.0,0.4,1.2,0.0,0.0,16.08,1.22,3.83,2.61,1.3,0.0,0.0,0.55,109.54,5.05,0.0,0.0,0.55,1.3,0.0,0.0,7.49,1.0,5.0,5.0,2.0,0.0,0.0,2.0,3200.0,11.25,0.0,0.0,0.0,1.0,0.0,0.0,14.47,0.67
9341,4621,2017-12-13,Giannis Antetokounmpo,11300,22,11,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,2.44,2.9,2.46,34,0.02,-0.61,-0.59,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,0.04,0.0,0.08,0.0,0.0,0.04,0.04,0.08,103.88,0.28,7.0,37.0,22.0,14.0,9.0,8.0,13.0,10400.0,68.75,0.0,2.0,2.0,1.0,1.0,0.0,39.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.6,32.4,19.2,10.4,13.8,11.2,11.2,10940.0,58.2,1.0,1.6,3.4,0.4,0.8,0.0,38.66,1.52,6.39,3.83,3.29,4.92,3.7,1.79,466.9,8.43,1.0,1.14,1.34,0.55,0.45,0.0,3.29,4.0,33.0,19.0,8.0,12.0,11.0,11.0,11000.0,55.25,1.0,2.0,4.0,0.0,1.0,0.0,39.12,4.69
9339,4574,2017-12-13,Steven Adams,6400,7,23,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,-0.96,0.79,1.26,5,1.49,-1.47,0.02,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,101.81,0.04,2.0,11.0,6.0,5.0,2.0,1.0,10.0,5900.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,16.6,10.6,7.0,5.2,2.6,10.4,5860.0,34.1,0.6,1.0,1.6,0.0,0.6,0.0,33.59,0.84,4.72,2.88,1.58,4.09,2.7,2.07,181.66,4.51,0.55,1.22,1.67,0.0,0.55,0.0,5.62,1.0,19.0,11.0,7.0,3.0,2.0,10.0,5900.0,33.75,1.0,1.0,2.0,0.0,1.0,0.0,32.92,4.07
9300,4781,2017-12-13,Myles Turner,6300,23,7,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,-1.15,0.18,0.82,5,1.33,-1.15,0.18,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.04,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,109.0,0.07,3.0,24.0,15.0,10.0,4.0,2.0,8.0,6300.0,45.5,1.0,2.0,0.0,2.0,0.0,0.0,40.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.8,15.8,11.4,6.4,3.0,2.2,6.6,6220.0,33.25,2.0,0.6,1.2,0.8,0.0,0.0,32.8,2.05,5.17,2.19,2.3,2.0,1.48,1.14,83.67,8.66,1.41,0.89,1.64,0.84,0.0,0.0,5.5,3.0,15.0,11.0,6.0,4.0,2.0,7.0,6200.0,34.75,1.0,0.0,0.0,1.0,0.0,0.0,31.98,3.66
9299,4950,2017-12-13,Tyler Ulis,4200,15,26,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.87,-2.11,-3.98,-0.24,1,-0.03,3.88,3.85,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.86,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.55,0.03,3.0,10.0,8.0,3.0,4.0,4.0,3.0,4200.0,19.75,0.0,1.0,1.0,0.0,0.0,0.0,31.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,8.8,7.8,3.2,2.0,1.6,1.8,4180.0,19.65,0.2,0.4,2.2,0.8,0.2,0.0,28.57,4.09,4.09,1.92,1.3,2.0,1.82,1.64,192.35,9.91,0.45,0.55,1.79,0.84,0.45,0.0,8.09,3.0,10.0,8.0,3.0,2.0,1.0,1.0,4200.0,19.75,0.0,0.0,1.0,1.0,0.0,0.0,31.75,4.01
9320,4440,2017-12-13,Kemba Walker,7500,3,1,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16,4.31,3.15,2.66,1,-0.96,-1.25,-2.21,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.23,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,105.08,0.08,9.0,19.0,13.0,6.0,4.0,4.0,3.0,7700.0,35.75,0.0,0.0,4.0,3.0,0.0,0.0,38.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,17.6,7.2,6.4,6.0,3.0,7860.0,39.55,0.2,1.4,1.4,2.6,0.0,0.0,36.22,2.0,3.94,3.78,1.92,5.13,5.15,1.87,288.1,7.57,0.45,1.14,1.52,0.89,0.0,0.0,5.03,5.0,23.0,16.0,7.0,7.0,5.0,3.0,7800.0,35.75,0.0,1.0,1.0,3.0,0.0,0.0,36.87,4.7
9334,4497,2017-12-13,Jonas Valanciunas,4700,26,15,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09,-1.04,-1.13,0.39,5,1.62,-0.83,0.79,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,110.52,0.08,0.0,23.0,10.0,8.0,6.0,6.0,15.0,4400.0,43.75,0.0,0.0,0.0,1.0,1.0,0.0,27.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,11.4,6.8,4.0,3.0,3.0,9.2,4620.0,25.1,0.4,0.6,1.2,0.4,0.2,0.0,21.54,0.45,7.23,3.49,3.08,2.0,2.0,3.27,178.89,10.79,0.55,0.89,1.3,0.55,0.45,0.0,3.83,0.0,9.0,5.0,3.0,2.0,2.0,8.0,4600.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,21.1,3.9
9328,4523,2017-12-13,Damian Lillard,9000,6,2,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41,4.49,4.08,3.25,1,-1.1,2.04,0.94,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.08,103.35,0.12,2.0,39.0,28.0,12.0,11.0,10.0,4.0,9200.0,53.5,0.0,2.0,0.0,5.0,0.0,0.0,41.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,30.2,23.0,10.2,5.6,5.2,5.6,8940.0,49.2,0.0,0.8,3.0,4.6,0.0,0.0,40.49,2.7,7.92,4.42,1.92,3.44,3.27,1.82,364.69,7.59,0.0,0.84,2.35,2.7,0.0,0.0,1.96,7.0,30.0,23.0,11.0,4.0,4.0,5.0,8900.0,53.0,0.0,1.0,4.0,4.0,0.0,0.0,40.1,4.99
9326,4292,2017-12-13,Wesley Johnson,4100,17,20,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.22,0.76,1.11,23,-0.92,-1.94,-2.86,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,104.92,0.04,0.0,5.0,7.0,1.0,4.0,3.0,5.0,4200.0,10.75,0.0,0.0,1.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,5.6,8.2,2.0,1.6,1.2,3.0,4400.0,16.25,1.6,1.2,1.4,0.4,0.0,0.0,27.4,1.1,2.61,2.39,1.22,1.67,1.3,1.22,234.52,4.01,1.14,1.3,1.52,0.55,0.0,0.0,5.61,2.0,5.0,8.0,2.0,2.0,1.0,3.0,4300.0,16.5,2.0,1.0,1.0,0.0,0.0,0.0,27.63,4.21
