,GID,DK Sal,Team,Opp,Team_pts,Start,H/A,Minutes,DKP,as,bl,fga,fgm,fta,ftm,pt,rb,st,to,trey,DoubleD,TripleD,DRPM,ORPM,RPM,WINS,DK pos,Opp_DRPM,Opp_ORPM,Opp_RPM,Opp_WINS,perfect_pg,perfect_sg,perfect_sf,perfect_pf,perfect_c,perfect_g,perfect_f,perfect_util,perfect_player,player_rolling_avg,player_rolling_pg_avg,player_rolling_sg_avg,player_rolling_sf_avg,player_rolling_pf_avg,player_rolling_c_avg,player_rolling_g_avg,player_rolling_f_avg,player_rolling_util_avg,player_rolling_team_pts_avg,perfect_player_rolling_avg,last_as,last_pt,last_fga,last_fgm,last_fta,last_ftm,last_rb,last_DK_Sal,last_DKP,last_bl,last_st,last_to,last_trey,last_DoubleD,last_TripleD,last_minutes,last_perfect_pg,last_perfect_sg,last_perfect_sf,last_perfect_pf,last_perfect_c,last_perfect_g,last_perfect_f,last_perfect_util,last_perfect_player,5avg_as,5avg_pt,5avg_fga,5avg_fgm,5avg_fta,5avg_ftm,5avg_rb,5avg_DK_Sal,5avg_DKP,5avg_bl,5avg_st,5avg_to,5avg_trey,5avg_DoubleD,5avg_TripleD,5avg_minutes,5std_as,5std_pt,5std_fga,5std_fgm,5std_fta,5std_ftm,5std_rb,5std_DK_Sal,5std_DKP,5std_bl,5std_st,5std_to,5std_trey,5std_DoubleD,5std_TripleD,5std_minutes,5med_as,5med_pt,5med_fga,5med_fgm,5med_fta,5med_ftm,5med_rb,5med_DK_Sal,5med_DKP,5med_bl,5med_st,5med_to,5med_trey,5med_DoubleD,5med_TripleD,5med_minutes,DKPavgper1k
RPM,-0.2529491213593731,0.618704046522773,-0.018536447250479406,0.0023553680173342005,0.1531884776848451,,-0.008229640255166164,0.29673685532406124,0.48491049216321397,0.32445269960551426,0.12371723241709283,0.3726353028505255,0.349748272241002,0.2971242976855732,0.3133527095511329,0.4102712051814726,0.22226709286585192,0.16371258232140767,0.20185335832131054,0.2984172276331248,0.22751308084892236,0.10884932587743164,0.4446065006998313,0.8193805522899282,1.0,0.9560556458976583,0.012967053896624895,0.10400037946735746,0.10809102734038682,0.15410924177377502,0.128805009823186,0.10207167656381305,0.01686048931847448,0.021989814879912646,0.025355057880481174,0.0238615808278194,0.053722058305429365,0.017111978927980373,0.05998315854935711,0.11801131185957474,0.5650963679994424,0.22549607951203496,0.031681180746346335,0.11606342322901506,0.1060910908900545,0.11614369385343837,0.19849949834461988,0.13922719517712598,0.10882100110151538,0.07765747806792053,0.37727810917680576,0.3072727632698254,0.36812394775871454,0.3244046007608517,0.3154535885947386,0.2764313458558902,0.2949609299973725,0.20675584778051842,0.5218693668002188,0.4156122368020167,0.11145310910260232,0.15310303573542863,0.19991716514339858,0.2856700821326417,0.22072376464664947,0.11448534437494287,0.20125566738016298,0.09793623270031505,0.008732726524113752,0.02805145270303768,0.022217218000956964,0.02321241423830554,0.05311772414071394,0.02243121426637241,0.062688907539276,0.11713608397715784,0.312001357194407,0.3479008109967626,0.27288640629227906,0.3038674860023336,0.32776770543107714,0.3566688023955602,0.20483733572325102,0.34002704436868697,0.3594111926144432,0.1599235730313457,0.22449234616245134,0.2285247982366016,0.33288226524072684,0.31498809601439975,0.19908233872367545,0.14356608772323665,0.1862331801110371,0.1910677800291035,0.12769956185843961,0.14876556947716235,0.221049532863545,0.2517094901476108,0.14513900717651326,0.04894033804236662,0.15524826768321795,0.13131034653365062,0.1515022338760065,0.15756360272530248,0.21667658135692952,0.262364075287158,0.2126021531994639,-0.005118482743346843,0.31388260926128697,0.35211283067648447,0.2797840858043761,0.29882182876758334,0.31162052282547353,0.3401530415308876,0.2098848960653355,0.3388068205798954,0.3632037706993619,0.15013994386460236,0.22008964070588125,0.21389719306979044,0.31434679562734014,0.2504294754911201,0.026309266170707737,0.15956716363872195,0.2303800423647297
WINS,-0.20317495760242335,0.6977681225510594,-0.027478318853813213,0.003086053569991455,0.1423199197613271,,-0.00588453843389063,0.40045568600149883,0.5398531958172744,0.36748403997008783,0.09821314815115348,0.4665728269805094,0.418622689272892,0.34589440825738677,0.360162126567754,0.4820829103679549,0.2163081865226751,0.18871166504038037,0.2606291045400743,0.33272060947053733,0.241541250138069,0.12623971222653224,0.314948679811633,0.8538483183299187,0.9560556458976583,1.0,-0.0005539779474477898,0.03853133482621872,0.13333687407330874,0.13565075486066458,0.13924941727985463,0.1173115642496522,0.019786424332455005,0.03142841217833047,0.02244770253533565,0.017546427673492397,0.06167357917895237,0.021475302703839107,0.052736700749147804,0.12614649358724306,0.6667111482077164,0.25042536398677717,0.049031280506354344,0.14782097591990526,0.10531605947734798,0.11396180260752758,0.2229699363511237,0.16400037185850633,0.11502928603037414,0.07129798826771216,0.4218740766842647,0.35515066580564614,0.43893563802832136,0.4146316561305885,0.38366434209436007,0.3281003510086591,0.3442857566597483,0.212253116271857,0.5931638597941252,0.47396054456713843,0.09478724079116657,0.18273158496960787,0.2562456519329568,0.32033520254234116,0.2379294453117189,0.13247583299952004,0.2838019185394573,0.11287429449608805,0.018169604550100846,0.03580455890063972,0.01944864865817796,0.021437380424739853,0.059056648867020264,0.0336495268620577,0.056350739692309894,0.13085229340941695,0.3688951899098544,0.4225073783592629,0.3585056313610571,0.37810986455356027,0.390742653673128,0.41940798494000747,0.21683914648725092,0.38654051562546193,0.4184237522887882,0.14243841779049835,0.274818355615262,0.30260719453665175,0.37928062902407794,0.3403928752672644,0.2308460191871978,0.2104376038512005,0.21297475858067547,0.2190988906120784,0.14974875912016178,0.17693112180987464,0.25584252794752643,0.29212945611493485,0.1337576353458227,0.050448961446285336,0.15798457595764298,0.11893627249351572,0.18667539877116435,0.1969010686624814,0.25479387949175475,0.2756989685558225,0.2458701154967801,-0.03967665079650328,0.36958252194248886,0.4262777029125397,0.3627336982817695,0.3741468478118383,0.37653763333809886,0.40208361666366615,0.22265824410699245,0.3848053537815031,0.42271133262760646,0.13661177458170895,0.2737288536953627,0.2864992368763496,0.3609675070184702,0.273190838070224,0.03049676187738256,0.22606003552860005,0.3104518654031208
DK pos,-0.0915794484561314,-0.06365668559678231,-0.00891195833972143,0.009666980273057535,0.004585572020688226,,0.009300455711180818,-0.05861023492028252,-0.06161219953242139,-0.23732168193839892,0.0620990160737552,-0.07667208619123299,-0.036051644708109475,-0.044509177028827424,-0.038680257620721234,-0.040677286454522114,0.1004480599184182,-0.08947199051637482,-0.13918208109756472,-0.010036617660896566,-0.004262649856347859,-0.03614499004865565,0.10072842168114063,-0.05014993013435359,0.012967053896624895,-0.0005539779474477898,1.0,0.14302347298460313,0.007896306914602923,0.09341393764203362,0.08129839807510665,-0.09321972641802727,-0.024531005786380934,0.03837911645526475,0.11458013845479528,-0.03139759285249681,-0.08058743841103547,0.07943962009705656,-0.02355773168365959,-0.00982226705985865,-0.04907654457313048,-0.1976599179129161,-0.018197701440928294,0.10240944566106998,0.23461288024218876,-0.057057721520473885,-0.1757672714899147,0.18677912206287078,-0.0505014614732195,0.008041109897801334,0.005932469536272874,-0.22167524863146942,-0.029569477557607818,-0.05964058748927401,-0.027026908204947877,-0.034656144800512254,-0.026937781201719337,0.09227036808595404,-0.06495493860382638,-0.04750603493589796,0.06077060770767792,-0.08395511024497151,-0.12313220461930904,-0.009600116570570888,-0.0018986579628271112,-0.0302740592755248,-0.030251968658911364,-0.0929366227640408,-0.019412487250435113,0.04157360388460768,0.11900669518613917,-0.015426637165248091,-0.0774612282966093,0.08055933521243885,-0.021073437248831515,0.003329567551458632,-0.2279594032314896,-0.022306067263675775,-0.04893440595704848,-0.021378161119892675,-0.034203414660473316,-0.0254903176153161,0.0889052510108231,-0.04153898841223249,-0.03765899521285427,0.07907451425969277,-0.10451653363551623,-0.14553915122904418,-0.0066375776955252645,-0.021287134329372362,-0.06007439209330435,-0.01742368339322641,-0.1762787873805324,0.0034058143435053154,0.01082679555564928,0.0028183072203693807,-0.03835664980294786,-0.039331677928448494,0.09242323934213982,-0.01212532186501825,-0.0032574089574308506,0.07768982083770068,-0.05818774380885443,-0.07905905425338491,0.022320248759890676,-0.008804019291174234,-0.04932685840603188,0.043762580020171214,-0.2123842014954544,-0.025383994824521326,-0.04557145490650757,-0.025628175659293404,-0.03896301998981853,-0.02930979331501315,0.08801537426971413,-0.04043687580597533,-0.032731117384372406,0.06059481800450499,-0.09536503360690514,-0.14160402049297185,-0.018137615705785915,-0.04308416713410819,-0.019539383183299706,-0.015127580756866536,0.03662707263803056
Opp_DRPM,-0.1429333573622813,0.05241081091603829,0.015488824941589494,-0.01746852570461235,-0.030947762563955768,,-0.01621397271342737,-0.10838955726458609,0.03636720579458657,-0.17353174831103724,0.1824152902482136,-0.07184131833643101,0.0010409645626316636,0.04747766778978839,0.028100451166169074,-0.019937845196414658,0.28780435663963944,-0.11793654557595391,0.0028573034980723497,-0.16902817362607025,0.15692965236736361,-0.004633666861738953,0.37385330236474223,-0.12445173827230953,0.10400037946735746,0.03853133482621872,0.14302347298460313,1.0,-0.0754302197980088,0.543132124917002,0.31497270255863286,-0.04027712691835582,-0.04174491392297453,-0.022219061507229514,0.050728999004098205,0.09863845525780142,-0.03588642065561227,0.005644624567034406,0.031187484236008776,0.02220432377437215,0.041447406038895344,-0.10128762449531784,-0.10991258656059251,-0.039959566820697935,0.07992866192573739,0.24442731226076253,-0.10983779775194366,0.02764050742349198,0.13028405459948947,0.0015502365480640397,0.048416786339161695,-0.1361667915912398,-0.03926094157170511,-0.0832919146304263,-0.019360179762982852,0.024326311127876,0.006144414658804382,0.23092616336776656,0.04151130244273973,0.024472711539621304,0.1816941972169255,-0.06881954512875035,-0.03065279459268483,-0.16158117688818688,0.13769847991100523,-0.0065743199989782295,-0.08719211443954294,-0.03440877432557851,-0.06165009266438567,-0.012776464516299284,0.017777839739267092,0.07692040927646247,-0.05841406911191273,0.0002411890563275545,0.03840280835608246,-0.008731436681636737,-0.17529136014825655,-0.052085949855767984,-0.08614426291576963,-0.0351484902393405,0.018348221421190605,-0.00023350827064214384,0.21230630389439326,0.009721497970036403,-0.0018727087827294766,0.2424379678218163,-0.12354836080524118,-0.04678574173004842,-0.1972303396692268,0.18605316270447725,-0.0456604961493597,-0.07823966832818294,-0.11827367557198934,-0.054990817293862,-0.03885932796674535,-0.04173365413553329,0.02084428269864045,-0.004401436078435392,0.1442935692017537,0.0075842598099965085,-0.0013913334574724501,0.1862409010636553,-0.08293902542160772,-0.017176723691937987,-0.19784509556006666,0.15092384683892876,-0.0482034137124682,0.01039833501556365,-0.1701402045124035,-0.0529856082557946,-0.07903930438061199,-0.03748724222288145,0.0212524204236634,0.006793467116282731,0.20380126649233435,0.011134929213596491,0.0027744373364514347,0.2350749222400869,-0.11883085250080311,-0.04672857928803033,-0.18229814787091075,0.15018453292026254,-0.010559886760907475,-0.07577981254141591,0.005270905747874123
Opp_ORPM,0.01652773639299757,0.08107444167052827,-0.009233504960701052,-0.003195073663013445,0.03413585965237857,,-0.005265003156467756,0.10062703855319105,0.05925093312807011,0.10248138210639811,-0.07374959508941929,0.10010346556825798,0.07088496212301419,0.04008445088272557,0.05256576019427937,0.08629445105209971,-0.07838823331150722,0.06166777274176597,0.046091406979853554,0.09817740495768802,-0.01422255084218909,0.005908842641020889,-0.10849580757889546,0.18875953930952777,0.10809102734038682,0.13333687407330874,0.007896306914602923,-0.0754302197980088,1.0,0.7962865832803854,0.8455118546303212,0.02769739846534025,0.01345498478722577,-0.001831026878986663,0.006016392753694688,-0.04353057675615818,0.02272356850685306,-0.010734917402765488,-0.019182542481925947,-0.004338118117303913,0.0709193849404025,0.043784903072386645,-0.018908716571765998,0.02228594664884953,0.0034140398402078558,-0.05764388956734698,0.05171384656265251,0.03745081008279536,-0.0008964387653226321,0.009693037291435185,0.02931232841966497,0.08349192496628614,0.07908961835891762,0.083502427717383,0.05889148771571923,0.048122407475706674,0.06400852058468708,-0.05589322115590092,0.05938011227818302,0.054929730479643425,-0.05836608810578511,0.042470601138749814,0.01168216182459832,0.0998366628531698,-0.002836109958745106,0.020419568432623863,0.05832952307870915,0.025425920079705674,0.011268293272627546,0.00573889361197736,-0.018635719368919584,-0.02616739487583902,0.013547082447366585,0.006812741415032401,-0.0018423328098297908,0.0047820379892539846,0.07584416147872913,0.0498583289188012,0.03906450634997322,0.028074905322365496,0.04193148778092189,0.0668945522242701,-0.07698488394786518,0.011413652501164068,0.02027376794178485,-0.1079826439008232,0.043876421658642924,0.016687502853459765,0.10351097663214366,-0.0397597578759988,0.029826503901863116,0.013397673890261858,0.03077027642274845,0.0010841251136809282,-0.006541944921721537,-0.009668734105241975,0.013370563990223482,0.04159293913759523,-0.07327663483739699,0.024585400413695467,-0.02746066344156357,-0.10224376220843932,0.017320751945418034,-0.015272736022320686,0.08139101929283431,-0.053295031291592306,0.022850725617771846,-0.06536702309782577,0.07993187163375381,0.053323109549854114,0.03857715667760053,0.02708197841054106,0.03398407708144206,0.05917247079516849,-0.06642508614684346,0.01368802136583367,0.02396398344980502,-0.07977250663387471,0.06269054167123922,0.029538143223013184,0.09521039348778611,-0.022635204830442658,-0.007171905945799694,0.01314876915547547,0.024197518036676753
Opp_RPM,-0.07279309721412183,0.10006332848786195,0.0016212249497971412,-0.013287643121015503,0.009969575990380078,,-0.014269547433435665,0.018978319708634072,0.07195410824453231,-0.01897860769849885,0.04856128037985288,0.040709357730882016,0.06031990936474923,0.06255518329623422,0.06130987507960345,0.06056866052724807,0.1085893836253167,-0.019618840578006485,0.040544469475811154,-0.01987067123732335,0.08322499216771079,0.0021645142309128984,0.13543882430725454,0.08344586629452228,0.15410924177377502,0.13565075486066458,0.09341393764203362,0.543132124917002,0.7962865832803854,1.0,0.9030375273946084,-0.001111544402502194,-0.013994744041578635,-0.015020955100108152,0.0358407187278672,0.023184051843155827,-0.0026361263162339773,-0.005614996651202732,0.0027672340111633384,0.009817309606169035,0.08486137590092295,-0.024577010172080607,-0.08260024681933949,-0.005475589495661654,0.051363330234494804,0.0997424878967229,-0.02308741796236084,0.0483033654339304,0.07828169906922733,0.009102432542029849,0.05405427314780451,-0.01230123650187447,0.042779543881841846,0.019784037840677515,0.037844539859099684,0.05527879301918304,0.05762562518411243,0.09302618853963575,0.07518353823525131,0.061099686737835376,0.061077453887321595,-0.0059870224624282604,-0.008758532449326865,-0.013955794915117989,0.081146351571376,0.013205922164676627,-0.0037787577869651196,0.0005357894321199394,-0.027911473173788802,-0.0029184014047652137,-0.004907247716204801,0.024629446594597003,-0.024029500752754396,0.005882959598575624,0.021745651930438953,-0.0012702105636768055,-0.042475841892216176,0.010385185007440317,-0.019365114348607878,0.002317610224192426,0.04643915755733071,0.05618664380935512,0.0639703370340285,0.015508348170331617,0.01593537376664933,0.056148101373135466,-0.038004375167399865,-0.014330821965743479,-0.032488341124071014,0.07938919993609324,-0.002584548718045421,-0.036182466837401075,-0.04584047802198334,-0.03244717780622328,-0.029082547474387457,-0.03345915210903685,0.02390377144879268,0.032353053111425466,0.025833074552526644,0.02530301703534901,-0.02396719576845076,0.02688867484218639,-0.0357299088967976,-0.023280571317823805,-0.051487306692658254,0.046680750858796645,-0.010001131541704933,-0.04873392345552668,-0.03590886373358013,0.01275691441124573,-0.015465277435799759,6.272105931033362e-05,0.04150889695032213,0.05394719428867652,0.06770261159367617,0.018280926776670068,0.021861886791766424,0.07543556346026234,-0.019300151299302196,-0.0034753120635495323,-0.030419233238215104,0.07204923692181174,-0.012445208513520127,-0.03489978988490131,0.023573010894592728
Opp_WINS,-0.05533976977467451,0.10312403964982908,-0.000272222930849222,-0.002703669725539764,0.0011795072769852724,,-0.016657034315786745,0.06007108114927035,0.07027833863856238,0.033949776052445355,0.008308680162793283,0.0652205975205365,0.06092413170737344,0.05754541474046483,0.058352613380232024,0.06662242521190025,0.04969430853979356,0.006252605927972751,0.060155629124879303,0.017500750829955978,0.06031596952006998,0.007541214979749968,0.05565503325181234,0.10657230097503338,0.128805009823186,0.13924941727985463,0.08129839807510665,0.31497270255863286,0.8455118546303212,0.9030375273946084,1.0,0.006254724665901116,-0.0178155119687156,-0.007491896594138692,0.018968400413963124,0.00927483235386021,0.009166303441168418,-0.005320447302278046,0.00575892099366238,0.007566762110719831,0.09590871946016673,-0.0006770734681389464,-0.04433789846561784,0.011444775333914968,0.029556913366408272,0.04080194140678614,0.004550777985202054,0.05223747682661973,0.06674641690160367,0.001468467091503172,0.057833169996627416,0.028952117264179903,0.06453733279529805,0.05837535574721987,0.05480422382845758,0.06156102639432249,0.0667295287424692,0.047229816727459434,0.07751283390803494,0.0683360462054232,0.02515945815686018,0.009431291322967609,0.015930884461619957,0.025378031386183074,0.0556149653047855,0.03270085245226273,0.03034328078401186,0.003742066310656244,-0.016282169747708023,-0.0032587768867785856,-0.010603170844797212,0.01397882049755635,-0.012554758314929599,0.01066928683827929,0.021259241931752118,0.0030401845076710103,0.005104344636713279,0.027202256777389758,0.009227491765607342,0.015103888033913925,0.05222855575833707,0.06355772924770355,0.01858648605533392,0.016040058574552055,0.02220066621681527,0.0037663649214757866,-0.0004425957728669917,0.010866689132761231,0.010867654031419725,0.03861870263072578,0.025786910263249585,-0.009808749125136058,-0.011134925979744314,-0.014949532769011429,-0.016237210282671406,-0.01774324548489718,0.023707353922530826,0.03804387024376231,-0.009916800842809957,0.019599488187121403,-0.02210435410243466,-0.01894171237829402,-0.008261777756139429,-0.012292093121227312,-0.0008259054106063878,0.006068105328272608,0.02023266261538106,-0.06237303834312619,0.008333712282971998,0.03128589218957584,0.009887551645862113,0.014352628741970365,0.04360673883023112,0.05748602049572001,0.024732110845149587,0.017917686427566287,0.02812219501483866,0.029171882386182933,0.010645147538631935,0.021475424649164594,0.010504322597988763,0.04877522284848777,-0.01363358550811704,-0.010474350680803058,0.04087336861340541
perfect_pg,-0.006553910487697794,0.11795790539118953,-0.02579158225673826,0.011433629468590344,0.06498636632398258,,0.023232717717375725,0.08037588423367223,0.19939994318215082,0.21942038918064777,-0.0004796568546566264,0.1224137771927575,0.1270668854602147,0.13047439929037122,0.13214260776205322,0.1543550203438309,0.04643312478543425,0.0942622724493078,0.12099681118328023,0.10570694001301247,0.14989050871493143,0.15240818528175448,-0.025845716203995745,0.12921994533462025,0.10207167656381305,0.1173115642496522,-0.09321972641802727,-0.04027712691835582,0.02769739846534025,-0.001111544402502194,0.006254724665901116,1.0,-0.010408522114212258,-0.01109693494141745,-0.010826604417708526,-0.012364074333350614,-0.010688986761531044,-0.010408522114212273,-0.011096934941417492,0.3385880583810426,0.07408869730846732,0.10976063910964566,-0.011127394663167455,-0.004182449066322072,-0.02190547376069525,-0.026201875350382542,0.10493306264984253,-0.007050440461025153,-0.012332684186076363,-0.007754347282512925,0.05090053380572138,0.12093627746847145,0.059905848249336494,0.06540547701124183,0.03913960027246732,0.08256595400169399,0.08794669390192443,-0.014791375971900039,0.08357525136069341,0.060913874667788775,-0.028730257893503874,0.011117770960077917,0.08793322491430838,0.029236182633414504,0.0465783577743612,0.05914240711053577,0.011006659508583535,0.16623747516309825,0.017078250699606407,-0.010549649040241884,-0.010408522114212263,-0.011361113971380276,0.044130142570245216,0.018799639062095867,-0.010265532129953583,0.07471693132821955,0.13973019344968043,0.06785033043360476,0.06395384326522072,0.04460748586585005,0.0945814691694104,0.10777569432981872,-0.012403641954200528,0.0696734401954439,0.0676092504973301,-0.04653540395010636,0.06492088294752424,0.10073145132017336,0.07757314327560945,0.046526140611050856,0.1054551863410469,0.023951194421814367,0.0728534052468584,0.03568120546854416,0.02197449034577632,0.027195455507159166,0.029466798998308168,0.04252356947875973,-0.009900018635219141,0.015394432846697547,0.02449419922382864,-0.030638197520058138,0.03711941455244144,0.03530659989166222,0.03887803972436491,0.017313518719876995,0.11516334411434537,-0.010331611724978672,0.13701135353792002,0.07341092807490902,0.06291428174321594,0.043739143741626726,0.10354838289243339,0.11554367595747188,-0.009526978304980659,0.06886284271557966,0.06843364837091553,-0.047323773713094285,0.07167631203192534,0.11007853947519593,0.07851398150222638,0.026961045644267705,-0.0017029826654941323,0.02289935085891751,-0.001993592531374873
perfect_sg,0.034122605713764194,0.013049080621342503,0.028070399546894446,0.006112173113581089,0.03560694505886262,,0.013670540671810841,0.09453016604377121,0.1379079878511547,0.10609055593065621,-0.016128648567602866,0.13696303695766374,0.12500979905835471,0.05819374468047229,0.060942591380126254,0.13428899046040163,0.011128126884324867,0.09411373967342423,0.022613874510682714,0.12813711425711555,0.026344631285794614,-0.007945440235937839,-0.04372930407490003,0.04659869319354837,0.01686048931847448,0.019786424332455005,-0.024531005786380934,-0.04174491392297453,0.01345498478722577,-0.013994744041578635,-0.0178155119687156,-0.010408522114212258,1.0,-0.010536099288757041,-0.010279431185932122,-0.01173919784854863,-0.010148768683448066,-0.00988247863247928,-0.010536099288757138,0.32147592284923776,0.015485121607135674,0.04021166780928154,0.06957978601752013,0.006105272374357409,-0.020798377906005687,-0.024877640690937106,0.012708356196732216,0.015438668799505952,-0.008026205822987928,0.012934759394952804,0.029439401768569566,0.04473362968134792,0.0186202998693986,0.030813194261110885,0.01547158923098921,0.014978185114771917,0.014140444885977417,-0.0336798189282287,0.015582678251118802,0.00636206229645994,-0.029402566026037583,-0.006396098247303717,0.021762116244747592,0.018007380453785613,-0.032148238041686275,-0.007605155871329407,0.016538417227253802,-0.010148768683448066,0.04745326698034001,-0.010016473047406932,-0.009882478632479237,-0.010786926792423098,-0.00946957643738373,0.02075632717804578,-0.009746715317707629,0.0013341752711483249,0.03842555202847924,0.025360369033008763,0.031172199041811892,0.02091614817561059,0.0237835550187967,0.023241215337495496,-0.021299197795929,0.008053365464617504,0.017578466385078782,-0.019260645002424224,0.034430170035363215,0.02582993184168062,0.03565813065744492,-0.02521224744594671,-0.013038053131802377,0.010945265863814897,0.023827370289937835,0.011056512938675937,0.002619599997429335,-0.003719309870675002,0.021659838640204536,0.015698772573356033,-0.015687152182948867,-0.008139505247944628,-0.0004530762961270015,-0.005687641579708547,0.02047943278421014,0.024653330221871293,0.01570129833793799,-0.009030642123621301,-0.013805864032588924,-0.011020453526171849,0.038319283272148764,0.026370650818773895,0.03372022301276549,0.026837714087739294,0.015581426766150784,0.01683623827501604,-0.018326733226532024,0.0072264840297240375,0.017107633866999823,-0.01302962544003539,0.04462603806834694,0.020904633217285414,0.028682621251465142,-0.02881233887354041,-0.001616914449386426,0.01214927764238226,0.019433975155077474
perfect_sf,-0.00041674974398209295,0.037106885038615575,0.01626159689056757,-0.0075518480878922455,0.043261736878410666,,-0.004794667541012343,0.10736036663895712,0.1585686987844307,0.0767287825148892,0.03760720031680227,0.11721805877888788,0.14549322766216066,0.08279473768769606,0.0811549097390545,0.15279473697155557,0.059617201689693006,0.052179628599889956,0.014097730604599575,0.1106992775213608,0.03364293430911379,0.05507795931219619,-0.04342373634043121,0.05206550723436458,0.021989814879912646,0.03142841217833047,0.03837911645526475,-0.022219061507229514,-0.001831026878986663,-0.015020955100108152,-0.007491896594138692,-0.01109693494141745,-0.010536099288757041,1.0,-0.01095930602379443,-0.012515620696225893,-0.010820001589076048,-0.010536099288756873,-0.011232949986627513,0.3427381295774064,0.03417479303695039,-0.017454337780173107,0.04508045288139689,0.07257880110401421,-0.0014403666274738884,-0.026523031532625602,0.016479565660202537,0.04283806867128928,-0.022792262047149923,-0.004275362777606244,0.03575504728485428,0.0019152552859898594,0.02634276043244933,0.04273377305134156,0.034185675446854795,0.00782784482746229,0.006791783491999501,-0.029638158634169853,0.01882807777383371,0.005256264487555956,-0.008132745244314218,0.015811108583004656,0.017505878382030573,-0.005665757017614721,-0.03526066902471256,-0.00810815589354892,0.01865819218060459,-0.010820001589076008,0.016635591383162784,0.014619999294506504,-0.010536099288756836,-0.011500367056905656,-0.010095888013241088,0.018347532607666146,-0.010391356677374538,-0.002403819539585815,0.009996734411524436,0.02841091487387833,0.03359511709841291,0.027217936339987026,0.013695238857097525,0.01929347843347116,-0.013038217275392033,0.014110470160866483,0.014277883930570355,-0.00693729111756449,0.02259934241725689,0.031691042521707256,0.0312734753357946,-0.035325566494281445,-0.013900381416186398,0.02044152440973166,0.010496002763925408,0.022340934036643223,0.026402144098737184,0.026929785569138453,0.014950772342498177,0.021932726467854366,-0.005579764545651997,-0.016347918565817427,0.008892134879564943,0.01001419206780329,-0.011826544244237158,0.013559826923213182,0.04095531604616618,-0.03071487618455119,-0.014718974826454961,-0.00983367384598717,0.005744084150466014,0.03117102048392131,0.034311260610617796,0.0289098501112857,0.015940413691865198,0.019403747212761644,-0.015353727738396872,0.012584438346005523,0.01357937960003079,-0.014791805946424067,0.028217626905735586,0.031850263976530534,0.030088848907815175,-0.03071796807283156,-0.0017238561107709909,0.018113306919233147,0.024052714010060327
perfect_pf,-0.029134291583999834,0.010142617553204326,0.011973195593289172,-0.0023493018222527935,0.03766715041366107,,0.020926936471116465,0.06680199406925637,0.15723750515442317,0.017184582550060255,0.10693876410719493,0.08329861977276266,0.12139177139932533,0.059990016673945074,0.06733859066887596,0.11965153249005421,0.14661980859183427,0.01600579988865077,-0.02623180381801783,0.04827223515037346,0.15281356820053368,0.05683625470698626,0.029242041290173368,0.009275564527727395,0.025355057880481174,0.02244770253533565,0.11458013845479528,0.050728999004098205,0.006016392753694688,0.0358407187278672,0.018968400413963124,-0.010826604417708526,-0.010279431185932122,-0.01095930602379443,1.0,-0.012210729812822731,-0.010556417391138839,-0.010279431185932072,-0.010959306023794293,0.33438874494525506,0.0028370029580323196,-0.02225638463041432,-0.02286885334532946,0.013359025610184354,0.013176109527752144,-0.0022057977668195495,-0.02405059066644534,0.011893549382654238,0.012983011777929633,-0.013729846930209713,-0.007757648143400853,-0.01621524225593135,0.0024352549961881237,-0.012818508737925229,0.004223114341043337,0.004452827162769136,0.006301289106248831,0.03360368708683505,0.00733125750516369,0.006140147140746333,-0.0023478806079106165,-0.019681417009392188,-0.017691570541282165,-0.015435882547473993,0.025761158192049688,0.026078125785188925,-0.027555006173406837,-0.010556417391138809,-0.009849943821593805,0.015497976596052973,-0.010279431185932046,0.012884114526176755,-0.009849943821593383,-0.009401591012713635,0.04310149300739968,0.00870449646688532,-0.018234671486193243,0.0038993032096111945,-0.0005107745108600855,0.007993849172518153,0.0037471203771990216,0.005246513914289292,0.03666982234230427,0.011841073269438781,0.007779341194739882,0.01999698185268541,-0.023068400847609534,-0.0015404299287424775,-0.023058373722485547,0.03112004995866979,0.016601185597573006,-0.003912586512035537,-0.02844091768573819,-0.0042827653124782586,0.0018547834434184923,-0.0012756471875020549,-0.0014069443394329135,0.0008345336389389288,0.046426414579531554,0.005502710166561965,0.0059060126306340315,0.02202109405316985,-0.01909778226714742,-0.009002398202929486,-0.029671377857424654,0.034777479789693165,0.0219989917258048,0.012844781494573082,-0.014935523889559632,0.004314208383700047,0.0005077316226792345,0.012159079232185259,-0.00036353910622400373,0.003250745129784745,0.04305260482688852,0.011683540113687045,0.011407576264912527,0.013196570299692734,-0.015324889622508664,0.001988839070935838,-0.016046553929815632,0.00870449646688394,-0.0016818615485170764,0.00041252463533133067,-0.017843271158397084
